,uuid,title,description,station,station_code,show_priority,show_times,since,till
0,3bd5c9f3-0381-3640-8949-dd38896a54c8,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 13:06:00+01:00,2023-01-09 14:00:00+01:00
1,d32df8b3-4fa6-32a0-ad44-234a1da524d6,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 14:06:00+01:00,2023-01-09 15:00:00+01:00
2,9a6ce84a-d8e5-33c2-8389-1039eb2141af,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 15:06:00+01:00,2023-01-09 16:00:00+01:00
3,f8a6d37e-691e-3dca-b7ee-a77e09751cb0,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 16:06:00+01:00,2023-01-09 17:00:00+01:00
4,15845f65-c92a-3e75-88e1-5d15c50dfa5e,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 17:06:00+01:00,2023-01-09 18:00:00+01:00
5,cf0c9441-514d-3169-a218-134e1ec78716,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 18:33:30+01:00,2023-01-09 19:00:00+01:00
6,f4065905-2eb5-3a67-aabf-7724f5255d33,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-09 19:06:00+01:00,2023-01-09 20:00:00+01:00
7,67c9fc78-0def-3fe6-b8f1-93342c48c4a0,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 13:06:00+01:00,2023-01-10 14:00:00+01:00
8,999457ee-5090-3bff-afe4-c05a6cf8cfa8,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 14:06:00+01:00,2023-01-10 15:00:00+01:00
9,a79ba2f1-1f32-3105-95e3-a5a0b8746fb5,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 15:06:00+01:00,2023-01-10 16:00:00+01:00
10,4c544351-d296-302b-afd2-20b465bb7425,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 16:06:00+01:00,2023-01-10 17:00:00+01:00
11,8990dc8e-9594-3352-a408-7be033a9707d,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 17:06:00+01:00,2023-01-10 18:00:00+01:00
12,942833d1-6632-3b34-afb1-a113c8508411,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 18:33:30+01:00,2023-01-10 19:00:00+01:00
13,fcfb775f-1a79-3d57-abe6-d37f371c03d5,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-10 19:06:00+01:00,2023-01-10 20:00:00+01:00
14,e2169bab-f637-3658-9471-17b73c9b4aa6,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 13:06:00+01:00,2023-01-11 14:00:00+01:00
15,c6db9508-0529-3e93-819b-d7e86cebaec1,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 14:06:00+01:00,2023-01-11 15:00:00+01:00
16,e3364545-7497-35b3-89b6-e3b3996f1308,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 15:06:00+01:00,2023-01-11 16:00:00+01:00
17,59168912-b2d6-392b-a88f-c7e524594fdc,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 16:06:00+01:00,2023-01-11 17:00:00+01:00
18,8dd4fe41-b2a7-31d3-9153-ccdd52e1a43e,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 17:06:00+01:00,2023-01-11 18:00:00+01:00
19,05192807-daf7-3090-bf0b-90ec3202baca,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 18:33:30+01:00,2023-01-11 19:00:00+01:00
20,7f8fcfce-6250-3f00-9e08-4582789c422c,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-11 19:06:00+01:00,2023-01-11 20:00:00+01:00
21,27dd8d38-9349-3199-884a-66da8915d0df,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 13:06:00+01:00,2023-01-12 14:00:00+01:00
22,ad0ae37e-b044-3051-8e6b-30295cd73257,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 14:06:00+01:00,2023-01-12 15:00:00+01:00
23,0a3fd39a-cc55-331c-9bad-2cc12e5eebaf,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 15:06:00+01:00,2023-01-12 16:00:00+01:00
24,5b64caeb-c191-3f8f-89d5-09445cb67c44,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 16:06:00+01:00,2023-01-12 17:00:00+01:00
25,793eb152-3d97-3372-9d34-6773df52ce8f,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 17:06:00+01:00,2023-01-12 18:00:00+01:00
26,8690a81a-c820-3421-86fd-3d60b18560ba,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 18:33:30+01:00,2023-01-12 19:00:00+01:00
27,dd4d861e-b161-3a7f-9e92-562855035605,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-12 19:06:00+01:00,2023-01-12 20:00:00+01:00
28,f3a1929a-7361-390f-837a-8ba1ced67ec5,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 14:06:00+01:00,2023-01-13 15:00:00+01:00
29,5331724c-db21-3add-98bb-d31b77b5845f,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 15:06:00+01:00,2023-01-13 16:00:00+01:00
30,ed794b77-fc81-33cf-9972-3c26cf9ef939,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 16:06:00+01:00,2023-01-13 17:00:00+01:00
31,4ab5ca1a-f65c-33b2-9c35-7d5e5896ebe5,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 17:06:00+01:00,2023-01-13 18:00:00+01:00
32,8aaceeec-2e79-37c7-b952-9f21becdaec3,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 18:33:30+01:00,2023-01-13 19:00:00+01:00
33,0e0db70b-d588-3e57-b40e-21777e317f49,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-13 19:06:00+01:00,2023-01-13 20:00:00+01:00
34,137cd8cc-465c-3aa3-ba3e-d8cc98353522,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 13:06:00+01:00,2023-01-16 14:00:00+01:00
35,3ae7da55-3413-3df4-be6b-a8c7366b90f1,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 14:06:00+01:00,2023-01-16 15:00:00+01:00
36,034f1561-f93a-3828-9942-0027588024f9,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 15:06:00+01:00,2023-01-16 16:00:00+01:00
37,183ad2e5-13a1-3898-bf7c-2d888394e21a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 16:06:00+01:00,2023-01-16 17:00:00+01:00
38,b65caaa6-a2d4-3a9c-9028-1cd779dec25c,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 17:06:00+01:00,2023-01-16 18:00:00+01:00
39,51d16a9b-2db8-3da4-97e6-71c6ecab023a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 18:33:30+01:00,2023-01-16 19:00:00+01:00
40,4b5cb7a6-3bed-3fef-9f39-d10da29ef1bb,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-16 19:06:00+01:00,2023-01-16 20:00:00+01:00
41,d6310059-c35d-3111-8545-b64edec6bb12,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 13:06:00+01:00,2023-01-17 14:00:00+01:00
42,33b85ee7-d439-361d-9e9a-245a39e71520,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 14:06:00+01:00,2023-01-17 15:00:00+01:00
43,a657a4c9-2868-3934-ad20-33badb41cee0,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 15:06:00+01:00,2023-01-17 16:00:00+01:00
44,72554446-bd72-3099-a760-1be0e73bda61,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 16:06:00+01:00,2023-01-17 17:00:00+01:00
45,e3b0fb69-355c-33fc-bb4b-37b0818804a4,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 17:06:00+01:00,2023-01-17 18:00:00+01:00
46,3ac11484-03ae-3b06-9f9b-ef001958d577,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 18:33:30+01:00,2023-01-17 19:00:00+01:00
47,0fd225f3-bcdb-32d8-bae8-f0fb3c977f6a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-17 19:06:00+01:00,2023-01-17 20:00:00+01:00
48,9e8c2b9f-b489-36e7-8108-1b47b3c8c5be,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 13:06:00+01:00,2023-01-18 14:00:00+01:00
49,f5168ae2-6a41-383f-ad40-fe6708cc4f90,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 14:06:00+01:00,2023-01-18 15:00:00+01:00
50,694ea6fa-ce74-3927-a007-f2183c3a19b7,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 15:06:00+01:00,2023-01-18 16:00:00+01:00
51,13fc4e8a-f200-3ef7-9d39-1518bc615d56,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 16:06:00+01:00,2023-01-18 17:00:00+01:00
52,93072e75-86e6-3195-ab8d-10f571858135,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 17:06:00+01:00,2023-01-18 18:00:00+01:00
53,d2be1a8a-8b02-3152-9a21-1f5d6861e07a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 18:33:30+01:00,2023-01-18 19:00:00+01:00
54,8bd48f84-d841-321f-b107-7578809a58c1,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-18 19:06:00+01:00,2023-01-18 20:00:00+01:00
55,e1071e13-5356-3941-9261-e431134353f0,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 13:06:00+01:00,2023-01-19 14:00:00+01:00
56,b3494a4f-3ecc-37a8-82d8-d63014e76337,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 14:06:00+01:00,2023-01-19 15:00:00+01:00
57,1edebea7-c826-30ca-b435-3df78c153d65,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 15:06:00+01:00,2023-01-19 16:00:00+01:00
58,946ef2bf-26f8-34a7-8770-f2c3f5ecba3a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 16:06:00+01:00,2023-01-19 17:00:00+01:00
59,3208bfa3-a079-3bd6-af82-2a2c6621481d,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 17:06:00+01:00,2023-01-19 18:00:00+01:00
60,bf7608fa-50b8-36d9-9a07-c9cb7843ce94,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 18:33:30+01:00,2023-01-19 19:00:00+01:00
61,4c298c52-e409-3ec1-8cd9-ba2f7a32eacf,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-19 19:06:00+01:00,2023-01-19 20:00:00+01:00
62,dc2c698d-ab77-3c93-9b41-3feb21603586,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 13:06:00+01:00,2023-01-20 14:00:00+01:00
63,72716711-35c1-3ac4-80d0-5a0583c61e65,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 14:06:00+01:00,2023-01-20 15:00:00+01:00
64,12a4bd37-4e48-37da-b2fc-7a6f3e93a844,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 15:06:00+01:00,2023-01-20 16:00:00+01:00
65,78c53796-aeb8-3486-a91f-0d45cff66ec0,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Michaela van Erne.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 16:06:00+01:00,2023-01-20 17:00:00+01:00
66,3f9ea8a5-4c0a-39ac-a821-c06141a714a1,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Michaela van Erne.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 17:06:00+01:00,2023-01-20 18:00:00+01:00
67,86bc7cc0-a619-3398-8f14-e60c7095642b,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Michaela van Erne.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 18:33:30+01:00,2023-01-20 19:00:00+01:00
68,05d4e892-1634-357a-b032-ac3ded9aa591,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Michaela van Erne.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-20 19:06:00+01:00,2023-01-20 20:00:00+01:00
69,936bbd55-a9b0-31b7-bc87-3fd64c1f7e42,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 13:06:00+01:00,2023-01-23 14:00:00+01:00
70,11c7470f-672b-3d56-8668-ddf9702eef0b,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 14:06:00+01:00,2023-01-23 15:00:00+01:00
71,858399c8-13c3-3eb1-a5cc-f4a4a6ff3eb8,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 15:06:00+01:00,2023-01-23 16:00:00+01:00
72,e5010d9b-d991-3756-b495-c1655d9fe371,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 16:06:00+01:00,2023-01-23 17:00:00+01:00
73,d4e5c400-08db-32cd-98c2-7b348451d3f1,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 17:06:00+01:00,2023-01-23 18:00:00+01:00
74,3be78025-0633-3a6e-b553-341f2bf0fe48,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 18:33:30+01:00,2023-01-23 19:00:00+01:00
75,9c901041-2d5c-36c9-b371-747965241473,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-23 19:06:00+01:00,2023-01-23 20:00:00+01:00
76,e50e0452-eb43-3120-b95f-dcba27ab6419,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 13:06:00+01:00,2023-01-24 14:00:00+01:00
77,17a4af78-1e09-31eb-b44d-ed667758fbca,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 14:06:00+01:00,2023-01-24 15:00:00+01:00
78,a850f19f-0fe5-3161-8489-5ebbb986a43b,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 15:06:00+01:00,2023-01-24 16:00:00+01:00
79,630aaecf-d627-349a-b7c0-afb09d01d76f,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 16:06:00+01:00,2023-01-24 17:00:00+01:00
80,e7d2882b-8df9-367e-af5e-4efb2ffd86c6,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 17:06:00+01:00,2023-01-24 18:00:00+01:00
81,f6e4c514-7853-3d59-9ca8-cccdead308ce,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 18:33:30+01:00,2023-01-24 19:00:00+01:00
82,0ed9ae13-07dc-3b9a-9291-eabe1f7fb6f3,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-24 19:06:00+01:00,2023-01-24 20:00:00+01:00
83,8daf096d-1f06-32ed-937e-f60826ff2881,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 13:06:00+01:00,2023-01-25 14:00:00+01:00
84,207628ef-cb14-3d20-b0a3-7a4dba246e6f,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 14:06:00+01:00,2023-01-25 15:00:00+01:00
85,103254cf-a628-32fb-a3e8-72dad06ab1b9,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Zuzana Burešová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 15:06:00+01:00,2023-01-25 16:00:00+01:00
86,6d536e58-c9d6-3d91-8091-3407ce56b3fb,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Vojtěch Bidrman.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 16:06:00+01:00,2023-01-25 17:00:00+01:00
87,858f7352-849d-389f-9a5d-1d46f4bccdeb,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Vojtěch Bidrman.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 17:06:00+01:00,2023-01-25 18:00:00+01:00
88,77f7c394-f0a2-3e9e-bbc2-da1f211cb298,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Vojtěch Bidrman.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 18:33:30+01:00,2023-01-25 19:00:00+01:00
89,97822375-3e49-32a3-9cba-b2a578f322e0,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Vojtěch Bidrman.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-25 19:06:00+01:00,2023-01-25 20:00:00+01:00
90,dbe69517-2d99-358f-a651-0840e0cdde1f,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 13:06:00+01:00,2023-01-26 14:00:00+01:00
91,10af9caa-4e3d-3c9e-b49e-ef0d499cb51b,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 14:06:00+01:00,2023-01-26 15:00:00+01:00
92,edeb2213-6c1f-381a-98c0-c3ce9fb6465c,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 15:06:00+01:00,2023-01-26 16:00:00+01:00
93,093a49b8-2dcd-3dc7-912c-1dad374c7f53,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 16:06:00+01:00,2023-01-26 17:00:00+01:00
94,d0dbcde3-3721-32fe-85fb-6390e31031ee,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 17:06:00+01:00,2023-01-26 18:00:00+01:00
95,7e2385a1-2736-36e8-819a-5e658b85c6f5,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 18:33:30+01:00,2023-01-26 19:00:00+01:00
96,a569095c-5ba6-3ebb-bb02-62fb93ab379a,"Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality",Moderuje Štěpán Pokorný.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-26 19:06:00+01:00,2023-01-26 20:00:00+01:00
97,09950d15-6559-3ac9-b335-e17b25b3582b,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-27 13:06:00+01:00,2023-01-27 14:00:00+01:00
98,f39daf51-f235-3b74-bf5b-26861698dba7,Aktuální reportáže a nejrychlejší zpravodajství,Moderuje Hanka Shánělová.,4082f63f-30e8-375d-a326-b32cf7d86e02,1,0,,2023-01-27 14:06:00+01:00,2023-01-27 15:00:00+01:00
